Total number of restaurants =  4247
2	2	2
2	4	2
2	5	1
2	5	0
2	5	0
2	5	0
2	6	1
2	6	0
2	8	2
2	8	0
2	8	0
2	8	0
2	9	1
2	9	0
2	9	0
2	9	0
2	9	0
2	9	0
2	10	1
2	10	0
2	10	0
2	10	0
2	10	0
2	11	1
2	11	0
2	11	0
2	11	0
2	11	0
2	11	0
2	11	0
2	11	0
2	11	0
2	11	0
2	12	1
2	12	0
2	13	1
2	13	0
2	14	1
2	14	0
2	14	0
2	14	0
2	15	1
2	15	0
2	15	0
2	16	1
2	17	1
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	17	0
2	18	1
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	18	0
2	19	1
2	19	0
2	19	0
2	19	0
2	19	0
3	3	3
3	6	3
3	7	1
3	8	1
3	9	1
3	10	1
3	10	0
3	10	0
3	10	0
3	10	0
3	11	1
3	13	2
3	14	1
3	16	2
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	16	0
3	17	1
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	17	0
3	18	1
3	18	0
3	20	2
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	20	0
3	21	1
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	21	0
3	22	1
3	22	0
3	22	0
3	22	0
3	22	0
3	22	0
3	22	0
3	22	0
3	22	0
3	22	0
3	23	1
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
3	23	0
